title,id,imdb_id,tmdb_id,adult,release_date,revenue,runtime,vote_average,vote_count,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,Foreign,History,Horror,Music,Mystery,Romance,Science Fiction,TV Movie,Thriller,War,Western
Happy Tears,happy+tears+2009,tt1219828,39072,0,2009-10-16,0,96,4.9,12,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Spirit of St. Louis,the+spirit+of+st.+louis+1957,tt0051003,18776,0,1957-04-19,0,135,6.4,36,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Somers Town,somers+town+2008,tt1172206,14298,0,2008-08-22,0,71,6.9,24,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8:46,846+2011,tt2048688,127728,0,2011-09-11,0,50,6.5,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Blue Steel,blue+steel+1934,tt0024902,53828,0,1934-05-10,0,59,4.5,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Brave,brave+2012,tt1217209,62177,0,2012-06-21,538983207,93,6.7,4760,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
The Lion King 1½,the+lion+king+1+2004,tt0318403,11430,0,2004-02-06,0,77,6.3,694,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Mickey  Donald  Goofy: The Three Musketeers,mickey_+donald_+goofy+the+three+musketeers+2004,tt0371823,21385,0,2004-08-04,0,68,6.3,162,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Gregory Go Boom,gregory+go+boom+2013,tt2909154,196255,0,2013-05-22,0,18,6.3,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Hard Man,the+hard+man+1957,tt0050485,138308,0,1957-12-01,0,80,3.3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Don't Think About It,dont+think+about+it+2007,tt1093382,8951,0,2007-09-01,0,104,6.0,5,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
The Little Mermaid,the+little+mermaid+1976,tt0160801,215478,0,1976-12-17,0,77,7.0,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
The Vampire Bat,the+vampire+bat+1933,tt0024727,43148,0,1933-01-21,0,64,5.0,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Ken Park,ken+park+2002,tt0209077,7090,0,2002-08-31,447741,97,5.7,136,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Swinger,the+swinger+1966,tt0061052,96846,0,1966-11-13,0,81,6.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kansas City,kansas+city+1996,tt0116745,22479,0,1996-08-16,0,116,6.1,13,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
Evelyn Prentice,evelyn+prentice+1934,tt0025091,53864,0,1934-11-09,0,79,5.1,6,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
Hell in the Pacific,hell+in+the+pacific+1968,tt0063056,31681,0,1968-12-19,0,103,6.8,41,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
My Beautiful Dacia,my+beautiful+dacia+2009,tt1538874,333590,0,2009-01-01,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Reagan,reagan+2011,tt1822382,56761,0,2011-02-07,0,0,5.2,5,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Jab We Met,jab+we+met+2007,tt1093370,11807,0,2007-10-26,4600000,145,7.2,55,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Sailor of the King,sailor+of+the+king+1953,tt0046267,44536,0,1953-06-11,0,83,5.5,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Kuningas Litmanen,kuningas+litmanen+2012,tt2316787,131822,0,2012-09-28,0,0,7.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trouble in Paradise,trouble+in+paradise+1932,tt0023622,195,0,1932-10-21,0,83,7.3,48,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Tom Horn,tom+horn+1980,tt0080031,5917,0,1980-03-28,0,94,6.9,26,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Bad Grandpa .5,bad+grandpa+.5+2014,tt3766424,273641,0,2014-06-03,0,76,5.8,90,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Winds of the Wasteland,winds+of+the+wasteland+1936,tt0028510,40743,0,1936-07-06,0,54,5.2,6,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
The Suicide Shop,the+suicide+shop+2012,tt1655413,118293,0,2012-09-26,0,80,6.2,169,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kandahar,kandahar+2001,tt0283431,28171,0,2001-05-11,0,85,6.0,21,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
City Streets,city+streets+1931,tt0021750,29745,0,1931-04-18,0,83,6.3,9,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Bengazi,bengazi+1955,tt0047872,266373,0,1955-09-14,0,79,0.0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Gruffalo's Child,the+gruffalos+child+2011,tt2132486,81684,0,2011-12-25,0,26,6.4,40,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Winter Light,winter+light+1963,tt0057358,29455,0,1963-02-11,0,81,7.6,77,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Geri's Game,geris+game+1997,tt0131409,13929,0,1997-11-24,0,4,7.8,309,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Cedar Rapids,cedar+rapids+2011,tt1477837,52067,0,2011-02-11,6861102,87,5.9,135,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Mistress,the+mistress+2006,tt0476999,10420,0,2006-08-07,0,81,7.0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Show People,show+people+1928,tt0019379,31404,0,1928-11-20,0,83,6.8,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Bears,bears+2014,tt2458776,214314,0,2014-04-17,0,78,7.2,72,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7 Plus Seven,7+plus+seven+1970,tt0066356,50754,0,1970-01-01,0,52,7.5,20,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
American Son,american+son+2008,tt1037004,22819,0,2008-01-01,0,90,4.4,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Festival Express,festival+express+2003,tt0372279,14770,0,2003-09-19,0,90,6.7,7,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
Asterix the Gaul,asterix+the+gaul+1967,tt0061369,11047,0,1967-12-20,0,68,6.4,136,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Dragon Ball Z: Broly - The Legendary Super Saiyan,dragon+ball+z+broly+-+the+legendary+super+saiyan+1993,tt0142242,34433,0,1993-03-06,0,70,7.3,134,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
I Think We're Alone Now,i+think+were+alone+now+2008,tt1152828,56967,0,2008-01-01,0,64,7.6,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Lone Wolf and Cub: Baby Cart at the River Styx,lone+wolf+and+cub+baby+cart+at+the+river+styx+1972,tt0068816,17810,0,1972-06-01,0,81,7.3,38,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
A Monster in Paris,a+monster+in+paris+2011,tt0961097,77459,0,2011-10-12,0,90,6.5,323,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Ninjas vs. Zombies,ninjas+vs.+zombies+2008,tt1290099,74035,0,2008-10-31,0,86,3.6,5,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Tu£sday,tusday+2008,tt1042570,18507,0,2008-10-10,0,79,8.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Jason Becker: Not Dead Yet,jason+becker+not+dead+yet+2012,tt2120779,131220,0,2012-03-03,0,87,8.1,7,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
No Good Deed,no+good+deed+2014,tt2011159,136835,0,2014-09-10,53830415,83,5.6,182,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Inferno,inferno+1953,tt0045911,37198,0,1953-08-12,0,83,5.9,8,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
Silverado,silverado+1985,tt0090022,11509,0,1985-07-10,0,127,7.1,147,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
City Slacker,city+slacker+2012,tt1739298,221240,0,2012-10-04,0,90,7.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Deathstalker,deathstalker+1983,tt0087127,15895,0,1983-09-02,8890685,80,4.3,24,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
When Ladies Meet,when+ladies+meet+1933,tt0024763,175035,0,1933-06-23,0,85,4.8,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Criminal,criminal+2004,tt0362526,14198,0,2004-10-07,0,87,6.5,34,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Las Acacias,las+acacias+2011,tt1754078,85549,0,2011-10-14,0,85,5.9,12,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Vernon  Florida,vernon_+florida+1981,tt0083281,30142,0,1981-10-08,0,55,6.9,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meilleur espoir féminin,meilleur+espoir+fminin+2000,tt0216911,64357,0,2000-05-31,0,0,6.7,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shadows Over Chinatown,shadows+over+chinatown+1946,tt0038929,38469,0,1946-06-27,0,64,6.3,4,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
The Last Lions,the+last+lions+2011,tt1692928,53505,0,2011-02-11,0,88,7.2,16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sex & the Other Man,sex++the+other+man+1995,tt0112628,47278,0,1995-06-13,0,89,4.3,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Cat and the Canary,the+cat+and+the+canary+1927,tt0017739,76804,0,1927-09-09,0,82,7.0,12,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
Of Freaks and Men,of+freaks+and+men+1998,tt0156849,84002,0,1998-05-20,0,93,5.9,14,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Hurry Sundown,hurry+sundown+1967,tt0061796,118911,0,1967-02-09,0,146,6.4,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Last Dive,the+last+dive+1992,tt0105924,83226,0,1992-09-18,0,88,7.5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
House,house+1977,tt0076162,25623,0,1977-08-26,0,88,7.1,117,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
The Babymakers,the+babymakers+2012,tt0835418,98066,0,2012-08-03,0,98,5.0,61,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Taste of Cherry,taste+of+cherry+1997,tt0120265,30020,0,1997-09-28,0,95,7.1,78,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Zatôichi's Vengeance,zatichis+vengeance+1966,tt0143012,21410,0,1966-05-03,0,83,5.6,7,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Thirst,thirst+2010,tt1101048,64861,0,2010-06-22,0,91,4.8,5,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0
Big Stan,big+stan+2007,tt0490086,13161,0,2007-06-06,0,105,5.9,178,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Finding Vivian Maier,finding+vivian+maier+2014,tt2714900,169607,0,2014-03-28,1503616,83,7.8,112,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leprechaun: Origins,leprechaun+origins+2014,tt2345613,126172,0,2014-08-22,0,90,3.8,59,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Project Nim,project+nim+2011,tt1814836,63579,0,2011-07-08,0,93,6.8,52,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scoop,scoop+2006,tt0457513,512,0,2006-07-27,31584901,96,6.4,435,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Please Don't Eat the Daisies,please+dont+eat+the+daisies+1960,tt0054188,19414,0,1960-03-31,0,112,5.7,18,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Dragon Ball Z: The World's Strongest,dragon+ball+z+the+worlds+strongest+1990,tt0142240,39100,0,1990-03-10,0,60,6.1,86,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Judy Berlin,judy+berlin+1999,tt0181618,36048,0,1999-01-01,0,93,4.8,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
A Matter of Life and Death,a+matter+of+life+and+death+1946,tt0038733,28162,0,1946-08-22,0,104,8.0,73,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
The Road Home,the+road+home+1999,tt0235060,12276,0,1999-10-16,0,89,7.7,52,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Christmas in July,christmas+in+july+1940,tt0032338,34778,0,1940-10-18,0,67,6.7,17,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Adventures of Mary-Kate & Ashley: The Case of the Christmas Caper,the+adventures+of+mary-kate++ashley+the+case+of+the+christmas+caper+1995,tt0283851,193976,0,1995-01-01,0,30,6.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Drunken Angel,drunken+angel+1948,tt0040979,25858,0,1948-04-27,0,98,7.7,54,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Rocket,the+rocket+2013,tt2178256,168742,0,2013-02-10,0,96,6.8,31,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Schooled: The Price of College Sports,schooled+the+price+of+college+sports+2013,tt3057718,239155,0,2013-10-16,0,81,7.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liberty Kid,liberty+kid+2007,tt0850307,170094,0,2007-06-17,0,92,8.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Crystal Ball,the+crystal+ball+1943,tt0035771,194509,0,1943-01-22,0,81,6.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Detention,detention+2011,tt1701990,68684,0,2011-03-16,0,93,5.7,130,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Ride the High Country,ride+the+high+country+1962,tt0056412,36206,0,1962-06-20,0,94,7.1,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
The Trip,the+trip+1967,tt0062395,22694,0,1967-08-23,0,85,5.8,18,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
96 Minutes,96+minutes+2011,tt1641385,89326,0,2011-10-14,0,93,5.6,28,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
The Funhouse,the+funhouse+1981,tt0082427,13555,0,1981-03-13,0,96,5.8,69,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Libre échange,libre+change+2010,tt1576421,52045,0,2010-12-22,0,90,4.0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Racket,the+racket+1928,tt0019304,27777,0,1928-11-01,0,84,5.5,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Landscape with a Woman,landscape+with+a+woman+1976,tt0128856,267197,0,1976-12-31,0,75,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Codebreaker,codebreaker+2011,tt2119396,80787,0,2011-11-21,0,62,6.4,7,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Day of the Triffids,the+day+of+the+triffids+1962,tt0055894,21143,0,1962-07-01,0,94,6.1,55,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
Beetle Queen Conquers Tokyo,beetle+queen+conquers+tokyo+2009,tt1339635,68701,0,2009-03-01,10068,90,5.5,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blind Alley,blind+alley+1939,tt0031104,41234,0,1939-05-11,0,69,5.5,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beauty and the Beast,beauty+and+the+beast+1962,tt0055781,211603,0,1962-03-01,0,77,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Brides of Fu Manchu,the+brides+of+fu+manchu+1966,tt0060188,30972,0,1966-12-16,0,94,5.8,6,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Moonlight Whispers,moonlight+whispers+1999,tt0208178,104465,0,1999-10-23,0,97,7.4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Entre Nos,entre+nos+2009,tt1212456,71575,0,2009-04-25,0,80,6.9,11,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Takedown,takedown+2000,tt0159784,10429,0,2000-03-15,0,92,6.3,56,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Made in Jamaica,made+in+jamaica+2006,tt0841128,74681,0,2006-09-13,0,0,6.0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Air Panic,air+panic+2002,tt0277944,71704,0,2002-01-22,0,91,4.1,11,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Leningrad Cowboys Meet Moses,leningrad+cowboys+meet+moses+1994,tt0107384,30366,0,1994-02-24,0,94,6.1,7,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Day & Night,day++night+2010,tt1620446,40619,0,2010-06-17,0,6,7.6,272,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Afghan Star,afghan+star+2009,tt1334510,24225,0,2009-06-26,101543,87,6.6,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Hellhounds on My Trail: The Afterlife of Robert Johnson,hellhounds+on+my+trail+the+afterlife+of+robert+johnson+2000,tt0197544,123277,0,2000-02-28,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Shakespeare High,shakespeare+high+2012,tt1884414,105586,0,2012-03-09,0,81,6.5,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rembrandt's J'Accuse...!,rembrandts+jaccuse...+2008,tt1303889,33226,0,2008-10-04,0,86,8.5,4,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Asylum,asylum+1972,tt0068230,25993,0,1972-11-17,0,88,5.9,25,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
A Kiss Before Dying,a+kiss+before+dying+1956,tt0049414,53712,0,1956-06-12,0,94,7.1,11,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0
Así es la vida...,as+es+la+vida...+2000,tt0218822,106199,0,2000-09-14,0,98,5.0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Trucker,trucker+2008,tt1087527,29406,0,2008-04-24,0,90,6.8,16,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Dead,the+dead+2004,tt0407021,36241,0,2004-04-16,0,78,6.3,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Where a Good Man Goes,where+a+good+man+goes+1999,tt0202682,58570,0,1999-05-06,0,90,0.0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
Bitter Sugar,bitter+sugar+1996,tt0115600,43777,0,1996-02-10,0,102,6.3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
The Impossible,the+impossible+2012,tt1649419,80278,0,2012-09-09,180274123,113,7.0,2071,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Where Is My Friend's House?,where+is+my+friends+house+1987,tt0093342,49964,0,1987-01-01,0,83,7.8,36,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Life of Crime,life+of+crime+2013,tt1663207,209189,0,2013-09-14,265452,94,5.5,144,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Questioning Darwin,questioning+darwin+2014,tt3528874,248888,0,2014-02-10,0,56,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maledetto il giorno che t'ho incontrato,maledetto+il+giorno+che+tho+incontrato+1992,tt0104798,56551,0,1992-01-31,0,90,6.4,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ballet Shoes,ballet+shoes+2008,tt1083845,20497,0,2008-08-26,0,85,6.3,103,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
Morning Glory,morning+glory+2010,tt1126618,38357,0,2010-01-12,58785180,102,6.1,420,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Vice,vice+2015,tt3480796,307663,0,2015-01-16,0,96,4.1,245,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Valley Uprising,valley+uprising+2014,tt3784160,294959,0,2014-09-01,0,99,8.1,18,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Black Legion,black+legion+1937,tt0027367,42683,0,1937-01-30,0,83,6.4,6,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Turks & Caicos,turks++caicos+2014,tt2904608,260202,0,2014-03-20,0,95,6.5,43,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
Simple Men,simple+men+1992,tt0105411,47802,0,1992-10-14,0,105,7.1,12,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
In Old Chicago,in+old+chicago+1937,tt0029047,78734,0,1937-04-14,0,95,5.0,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Lion King 2: Simba's Pride,the+lion+king+2+simbas+pride+1998,tt0120131,9732,0,1998-10-24,0,81,6.7,1034,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Good Vibrations,good+vibrations+2012,tt1920945,130593,0,2012-05-31,0,97,6.6,32,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Turn the River,turn+the+river+2008,tt0811128,13993,0,2008-05-09,0,92,5.5,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Grown Up Movie Star,grown+up+movie+star+2009,tt1397502,44988,0,2009-10-20,0,95,5.5,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Story of Temple Drake,the+story+of+temple+drake+1933,tt0024617,27986,0,1933-05-06,0,70,5.1,7,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
His Private Secretary,his+private+secretary+1933,tt0024124,36499,0,1933-06-10,0,60,4.1,6,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Loaded,loaded+2008,tt0893406,14607,0,2008-03-25,0,98,4.0,14,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Among Us,among+us+2011,tt1630562,119700,0,2011-11-10,0,84,3.2,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Lovely  Still,lovely_+still+2008,tt1150947,51384,0,2008-01-01,0,92,6.2,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Brave New World,brave+new+world+1998,tt0145600,27260,0,1998-04-19,0,87,6.5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Robinson Crusoe,robinson+crusoe+1954,tt0044386,54979,0,1954-08-05,0,90,6.4,18,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Executioners,executioners+1993,tt0108606,58311,0,1993-09-30,0,101,5.6,12,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The People Under the Stairs,the+people+under+the+stairs+1991,tt0105121,13122,0,1991-11-01,0,102,6.4,150,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
The Cold Light of Day,the+cold+light+of+day+1996,tt0110125,48118,0,1996-08-20,0,101,6.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Karlsson on the Roof,karlsson+on+the+roof+1974,tt0073227,30576,0,1974-12-07,0,99,5.3,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Where Now Are the Dreams of Youth?,where+now+are+the+dreams+of+youth+1932,tt0023450,88271,0,1932-10-13,0,86,6.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Black Robe,black+robe+1991,tt0101465,41784,0,1991-09-05,0,101,7.5,18,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Ju-on: The Grudge 2,ju-on+the+grudge+2+2003,tt0367913,9666,0,2003-08-15,0,95,6.5,73,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
A Warm December,a+warm+december+1973,tt0070898,67696,0,1973-05-23,0,99,6.0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Love Me If You Dare,love+me+if+you+dare+2003,tt0364517,8424,0,2003-09-17,0,93,7.4,531,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
I'm So Excited!,im+so+excited+2013,tt2243389,144789,0,2013-03-08,11724119,90,5.8,219,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Oranges,the+oranges+2011,tt1313139,89008,0,2011-09-09,366377,90,5.3,149,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
American Violet,american+violet+2008,tt1152397,21179,0,2008-01-01,0,103,7.2,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
