id,tmdb_id,imdb_id,title,original_title,adult,belongs_to_collection,budget,genres,homepage,original_language,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,vote_average,vote_count
slumber+party+massacre+iii+1990,27767,tt0100639,Slumber Party Massacre III,Slumber Party Massacre III,False,The Slumber Party Massacre Collection,0,Horror|Comedy,null,en,After a hard day of volleyball at the beach  a teen whose parents are away decides to have a slumber party with her girlfriends. Their boyfriends predictably show up to scare them  but a stranger from the beach is also seen lurking around the house. Soon the group begins experiencing an attrition problem.,1.986075,/h6Uyoi3Ppb5viyTPVtx3ysO1xnp.jpg,NAN,United States of America,1990-09-07,0,87,English,Released,5.4,20
the+warriors+1979,11474,tt0080120,The Warriors,The Warriors,False,NAN,4000000,Action|Adventure|Crime|Drama|Thriller,null,en,Prominent gang leader Cyrus calls a meeting of New York's gangs to set aside their turf wars and take over the city. At the meeting  a rival leader kills Cyrus  but a Coney Island gang called the Warriors is wrongly blamed for Cyrus' death. Before you know it  the cops and every gangbanger in town is hot on the Warriors' trail.,11.457298,/ikwR74siRBhSdtAUMxNzUJvT59A.jpg,Paramount Pictures,United States of America,1979-02-08,22490039,93,English,Released,7.4,451
frankie+and+johnny+1991,3784,tt0101912,Frankie and Johnny,Frankie and Johnny,False,NAN,0,Drama|Comedy|Romance,null,en,When Johnny is released from prison following a forgery charge  he quickly lands a job as a short-order cook at a New York diner. Following a brief fling with waitress Cora  Frankie develops an attraction for Cora's friend and fellow waitress Frankie. While Frankie resists Johnny's charms initially  she eventually relents when her best friend  Tim  persuades her to give Johnny a chance.,6.889748,/tkr7unuCYqSKL4PAoqp9eYXb5tm.jpg,Paramount Pictures,United States of America,1991-10-18,22773535,118,English,Released,6.6,115
bikes+vs+cars+2015,324260,tt4397346,Bikes vs Cars,Bikes vs Cars,False,NAN,90,Documentary,http://www.bikes-vs-cars.com/,en,Bikes vs Cars depicts a global crisis that we all deep down know we need to talk about: Climate  earth's resources  cities where the entire surface is consumed by the car. An ever-growing  dirty  noisy traffic chaos. The bike is a great tool for change  but the powerful interests who gain from the private car invest billions each year on lobbying and advertising to protect their business. In the film we meet activists and thinkers who are fighting for better cities  who refuse to stop riding despite the increasing number killed in traffic.,0.141087,/8KEZ7cn2VlJy9Lz3uIFImFJ5H9S.jpg,WG Film,Sweden,2015-03-15,0,90,Português|Español|English,Released,7.7,3
the+apartment+1996,12531,tt0115561,The Apartment,L'Appartement,False,NAN,0,Mystery|Drama|Romance,null,fr,A stylish suspense thriller that confounds the audience while presenting them with an extraordinary and elusive mystery. Max is a former playboy who has decided to settle down by marrying his current love  Muriel. However  during a business trip  Max catches a glimpse of the great lost love of his life  reviving his wanderlust and sending him off on a chase of the elusive Lisa  whom he had overheard suggesting to a friend that her lover  Daniel  had killed someone for her. Soon  Max is trying to unravel the mystery behind the suspicious death of Daniel's wife  which he hopes will lead him closer to Lisa.,6.228174,/1sqrQdQTn8jKLhUcPKfRVj639zA.jpg,Cecchi Gori Group Tiger Cinematografica|IMA Productions|La Sept Cinéma,France|Spain|Italy,1996-07-27,0,116,English|Français|日本語,Released,6.5,37
princess+protection+program+2009,19458,tt1196339,Princess Protection Program,Princess Protection Program,False,NAN,0,Comedy|Drama|Family,http://disneychannel.disney.com/princess-protection-program,en,When Princess Rosalinda is about to become queen of her country of Costa Luna  the country is invaded by an evil dictator. She is put into the Princess Protection Program  a secret organization funded by royal families that looks after endangered princesses. Rosalinda is taken under the wing of Mason Verica  an agent in the PPP from rural Louisiana. While there  she meets his daughter ,5.626141,/u23mffpCCgltkWFnty6cSeUBjC.jpg,Disney Channel,United States of America,2009-06-18,0,89,English|Français,Released,6.2,381
watership+down+1978,11837,tt0078480,Watership Down,Watership Down,False,NAN,1000000,Adventure|Animation|Drama,null,en,When the warren belonging to a community of rabbits is threatened  a brave group led by Fiver  Bigwig  Blackberry and Hazel leave their homeland in a search of a safe new haven.,5.602126,/879iEKkJMSXSbgqjs3tVOQceNUK.jpg,AVCO Embassy Pictures|Nepenthe Productions|Watership Productions,United Kingdom,1978-10-14,3713768,88,English,Released,7.3,159
the+crew+2000,19150,tt0198386,The Crew,The Crew,False,NAN,0,Action|Comedy,null,en,Four retired mobsters plan one last crime to save their retirement home.,2.086952,/kcs40jP5bCOwmptlN2e7RBHViTH.jpg,Touchstone Pictures,United States of America,2000-08-21,0,88,English|Español,Released,6.4,11
riding+in+cars+with+boys+2001,11091,tt0200027,Riding in Cars with Boys,Riding in Cars with Boys,False,NAN,48000000,Comedy|Drama|Romance,null,en,A single mother  with dreams of becoming a writer  has a son at the age of 15 in 1965  and goes through a failed marriage with the drug-addicted father.,4.556123,/m8sA3GNlEnrtK5Xlvsn2WRHp2qv.jpg,Columbia Pictures,United States of America,2001-10-19,35743308,132,English,Released,6.5,108
the+revolution+will+not+be+televised+2003,33222,tt0363510,The Revolution Will Not Be Televised,La revolución no será televisada,False,NAN,0,Documentary,null,en,Hugo Chavez was a colourful  unpredictable folk hero who was beloved by his nation’s working class. He was elected president of Venezuela in 1998  and proved to be a tough  quixotic opponent to the power structure that wanted to depose him. When he was forcibly removed from office on 11 April 2002  two independent filmmakers were inside the presidential palace.,1.845605,/5sP9gTOO0wLeVwC3BDpawUzcW8n.jpg,RTÉ|British Broadcasting Corporation (BBC)|Irish Film Board|Power Pictures,Ireland|Netherlands,2003-03-07,0,74,English|Español,Released,7.6,15
castaway+on+the+moon+2009,18438,tt1499666,Castaway on the Moon,김씨 표류기,False,NAN,0,Drama|Comedy|Romance,null,ko,Mr. Kim is jobless  lost in debt and has been dumped by his girlfriend. He decides to end it all by jumping into the Han River - only to find himself washed up on a small  mid-river island. He soon abandons thoughts of suicide or rescue and begins a new life as a castaway. His antics catch the attention of a young woman whose apartment overlooks the river. Her discovery changes both their lives.,6.266701,/bqGgSOtz7d2TnDQEANwCZGmSaT2.jpg,Cinema Service,South Korea,2009-05-14,0,119,한국어/조선말,Released,8.1,130
almost+heroes+1998,14342,tt0119053,Almost Heroes,Almost Heroes,False,NAN,0,Action|Adventure|Comedy|Western,null,en,Two hapless explorers lead an ill-fated 1804 expedition through the Pacific Northwest in a hopeless  doomed effort to reach the Pacific Ocean before Lewis and Clark.,8.92689,/qO1cfr4UxcwQ858Nxp470QNS3v8.jpg,DiNovi Pictures|Turner Pictures (I),United States of America,1998-05-29,0,90,English,Released,5.5,57
all+over+me+1997,12793,tt0118586,All Over Me,All Over Me,False,NAN,0,Drama|Romance,null,en,Claude and Ellen are best friends who live in a not-so-nice area of New York. They're involved in the subculture of 90s youth  complete with drugs  live music  and homophobia. All is changed one night when a violent and meaningless death rocks their lives.,4.06745,/t6pWT0Ldi2IUaGxQBMlZVKL1BXh.jpg,Baldini Pictures|Slam Pictures|Medusa Pictures,United Kingdom,1997-02-15,0,93,English,Released,5.9,15
the+clan+of+the+cave+bear+1986,13853,tt0090848,The Clan of the Cave Bear,The Clan of the Cave Bear,False,NAN,15000000,Adventure|Drama,null,en,Natural changes have the clans moving. Iza  medicine woman of the "Clan of the Cave Bear" finds little Ayla from the "others"' clan - tradition would have the clan kill Ayla immediately  but Iza insists on keeping her. When the little one finds a most needed new cave  she's allowed to stay - and thrive.,10.750748,/uqEQ2OUC84hVRQpsbgANlbcX0F8.jpg,The Guber-Peters Company|Warner Bros.|Producers Sales Organization (PSO)|Jonesfilm|The Jozak Company|Decade,United States of America,1986-01-17,0,98,English,Released,4.7,28
unstoppable+2010,44048,tt0477080,Unstoppable,Unstoppable,False,NAN,100000000,Action|Thriller,null,en,A runaway train  transporting deadly  toxic chemicals  is barreling down on Stanton  Pennsylvania  and only two men can stop it: a veteran engineer and a young conductor. Thousands of lives hang in the balance as these ordinary heroes attempt to chase down one million tons of hurtling steel and prevent an epic disaster.,12.697059,/b2uI9tSssC4D7vCgdES6IZJXuCs.jpg,Twentieth Century Fox Film Corporation|Scott Free Productions|Firm Films|Prospect Park|Millbrook Farm Productions,United States of America,2010-11-04,167805466,98,English,Released,6.3,1193
frozen+planet+2011,134481,tt2092588,Frozen Planet,Frozen Planet,False,NAN,0,Documentary,http://www.bbc.co.uk/programmes/b00mfl7n,en,Frozen Planet takes you on the ultimate polar expedition. This landmark 7-part series brings to the screen the two most remote and least hospitable areas on the planet: the frozen wildernesses of the Arctic and Antarctic. And yet  despite environments where temperatures reach minus 70 degrees Celsius and the sun doesn't shine for half the year  life flourishes. Prime attention is given to seals  penguins  and polar bears  but there's a great deal more: from slugs  snails  and caterpillars to minke whales  beluga whales  and narwhals  from seabirds and cod gathering by the millions to wolves tracking bison and caribou. There are breathtaking shots of the landscape as well  and portraits of the human element.,3.80163,/atzoP6y59BgQ5SHReRPHrHVcKui.jpg,NAN,NAN,2011-10-26,0,392,English,Released,8.3,46
berserk+the+golden+age+arc+3+-+the+advent+2013,144288,tt2358913,Berserk: The Golden Age Arc 3 - The Advent,ベルセルク 黄金時代篇III 降臨,False,Berserk: Golden Age Arc,0,Animation|Action|Fantasy,http://www.berserkfilm.com/index.php,ja,A year has passed since Guts parted ways with the Band of the Hawks. Meanwhile  his former mercenary group is plotting a rescue mission to save an imprisoned Griffith.,8.141653,/iFKCLVGMLSmljDfpT4WorSD1Erp.jpg,Warner Bros.|Studio 4°C|Lucent Pictures Entertainment|Beyond C.,Japan,2013-02-01,0,110,日本語,Released,7.4,58
food_+inc.+2008,18570,tt1286537,Food  Inc.,Food  Inc.,False,NAN,0,Documentary,http://www.takepart.com/foodinc,en,Documentary filmmaker Robert Kenner examines how mammoth corporations have taken over all aspects of the food chain in the United States  from the farms where our food is grown to the chain restaurants and supermarkets where it's sold. Narrated by author and activist Eric Schlosser  the film features interviews with average Americans about their dietary habits  commentary from food experts like Michael Pollan and unsettling footage shot inside large-scale animal processing plants.,6.931952,/gWYCM3YVYwZQcpfye6biAlPy9Xt.jpg,Magnolia Pictures,United States of America,2008-09-07,0,94,English,Released,7.3,223
berserk+the+golden+age+arc+1+-+the+egg+of+the+king+2012,113082,tt2210479,Berserk: The Golden Age Arc 1 - The Egg of the King,ベルセルク 黄金時代篇I 覇王の卵,False,Berserk: Golden Age Arc,0,Action|Adventure|Animation|Fantasy|Horror,http://www.berserkfilm.com,ja,Guts  an immensely strong sword-for-hire  has little direction in his life  simply fighting one battle after the next. However  this all changes suddenly when he meets and is bested by Griffith  a beautiful and charismatic young man who leads the Band of the Hawk mercenary army. After Guts joins the Band and the relationship between the two men begins to blossom  Casca  the tough  lone swordswoman in the Band of the Hawk  struggles to accept Guts and the influence he has on the world around her.  While the two men begin to fight together  Griffith continues to rise to power  all seemingly in order to reach his mysterious  prophesied goals. What lengths will Guts and Griffith go to in order to reach these goals  and where will fate take the two men?,10.862777,/iYFiL15QquVE668RUetGHQwGgEt.jpg,Warner Bros.|Viz Media|Studio 4°C|Lucent Pictures Entertainment|Beyond C.,Japan,2012-02-03,0,76,日本語,Released,7.1,105
american+ninja+1985,12500,tt0088708,American Ninja,American Ninja,False,American Ninja Collection,1000000,Action|Adventure,null,en,Joe Armstrong  an orphaned drifter will little respect for much other than martial arts  finds himself on an American Army base in The Philippines after a judge gives him a choice of enlistment or prison. On one of his first missions driving a convoy  his platoon is attacked by a group of rebels who try to steal the weapons the platoon is transporting and kidnap the base colonel's daughter.,7.314536,/sGsAbLedjYT3VDaa5UWRPYdbeqh.jpg,Cannon Group|Golan-Globus,United States of America,1985-08-30,10499694,95,English,Released,5.5,71
brother+of+sleep+1995,890,tt0114354,Brother of Sleep,Schlafes Bruder,False,NAN,0,Drama,null,de,Schlafes Bruder tells the story a few exceptionally talented individuals who grew up in a remote mountain town in the Alps. The film  based on an internationally successful novel by Robert Schneider of the same name  depicts the slow withering of their unique skills.,0.751733,/wjvaafRCIGKLTJYm45oWgB494gJ.jpg,Dor Film Produktionsgesellschaft GmbH|Kuchenreuther Filmproduktion GmbH,Austria|Germany,1995-09-08,0,127,Deutsch,Released,6.8,6
iron+eagle+1986,11037,tt0091278,Iron Eagle,Iron Eagle,False,Iron Eagle Collection,0,Action|Thriller|War,null,en,When Doug's father  an Air Force Pilot  is shot down by MiGs belonging to a radical Middle Eastern state  no one seems able to get him out. Doug finds Chappy  an Air Force Colonel who is intrigued by the idea of sending in two fighters piloted by himself and Doug to rescue Doug's father after bombing the MiG base.,4.33058,/Wav0BfhK8dXQGhGbkhnL7MlLl3.jpg,TriStar Pictures,Canada|United States of America,1986-01-17,0,117,Nederlands|English,Released,4.8,64
white+oleander+2002,10994,tt0283139,White Oleander,White Oleander,False,NAN,0,Drama,null,en,A teenager journeys through a series of foster homes after her mother goes to prison for committing a crime of passion.,13.75498,/etAtNR0WN8IUWfJrgW89D8nKf6x.jpg,Pandora Filmproduktion|John Wells Productions|Gaylord Films|Warner Bros.|Oleandor Productions,Germany|United States of America,2002-10-11,0,109,English,Released,7.2,111
la+vrit+si+je+mens++1997,39385,tt0120471,La vérité si je mens !,La vérité si je mens !,False,Would I Lie to You? Collection,4000000,Comedy,null,fr,The sentimental and comedic adventures of Eddie  a non-Jew trying to pass as Jewish though totally ignorant of Jewish traditions  as he works in a Jewish community,5.099557,/s6yNLv4AkZAf4wWSsONa1NOzc5S.jpg,France 2 Cinéma|Orly Films|M6 Films|Les Productions Jacques Roitfeld|Canal+|Vertigo,France,1997-04-01,29456000,100,Français,Released,6.3,98
a+home+at+the+end+of+the+world+2004,18923,tt0359423,A Home at the End of the World,A Home at the End of the World,False,NAN,6500000,Romance|Drama,null,en,Three friends form a bond over the year  Johnathan is gay  Clare is straight and Bobby is neither  instead he loves the people he loves. As their lives go on there is tension and tears which culminate in a strong yet fragile friendship between the three.,4.136105,/epJqoVaNHGUjFZxoqlY8MoO9yot.jpg,Killer Films|Hart-Sharp Entertainment,United States of America,2004-07-23,1548955,96,English,Released,6.8,45
broken+flowers+2005,308,tt0412019,Broken Flowers,Broken Flowers,False,NAN,10000000,Comedy|Drama|Mystery|Romance,http://brokenflowersmovie.com/broken_flowers,en,As the devoutly single Don Johnston is dumped by his latest girlfriend  he receives an anonymous pink letter informing him that he has a son who may be looking for him.,6.589304,/pvtdRUpJE6YjIi8BLEZ7jhEdeN1.jpg,Bac Films|Focus Features|Five Roses,France|United States of America,2005-05-17,45742101,105,English,Released,6.8,359
night+shift+1982,14742,tt0084412,Night Shift,Night Shift,False,NAN,0,Comedy,null,en,A nebbish of a morgue attendant gets shunted back to the night shift where he is shackled with an obnoxious neophyte partner who dreams of the "one great idea" for success. His life takes a bizarre turn when a prostitute neighbour complains about the loss of her pimp. His partner  upon hearing the situation  suggests that they fill that opening themselves using the morgue at night .,4.535207,/qLijlmE6AJjpCU8f2L7wshoR8HE.jpg,Warner Bros.|The Ladd Company,United States of America,1982-07-30,21095683,106,English,Released,5.9,46
the+mummy+tomb+of+the+dragon+emperor+2008,1735,tt0859163,The Mummy: Tomb of the Dragon Emperor,The Mummy: Tomb of the Dragon Emperor,False,The Mummy Collection,145000000,Adventure|Action|Fantasy,http://www.themummy.com/,en,Archaeologist Rick O'Connell travels to China  pitting him against an emperor from the 2 000-year-old Han dynasty who's returned from the dead to pursue a quest for world domination. This time  O'Connell enlists the help of his wife and son to quash the so-called 'Dragon Emperor' and his abuse of supernatural power.,14.250227,/53hrZvxiV3HgG6pdhuMeErIc7Hg.jpg,Universal Pictures|China Film Co-Production Corporation|Relativity Media|Alphaville Films|Sommers Company, The,Germany|United States of America,2008-07-01,401128639,112,English|普通话|,Released,5.2,1418
for+the+bible+tells+me+so+2007,15651,tt0912583,For the Bible Tells Me So,For the Bible Tells Me So,False,NAN,0,Documentary,http://www.forthebibletellsmeso.org/indexd.htm,en,An exploration of the intersection between religion and homosexuality in the U.S. and how the religious right has used its interpretation of the Bible to stigmatize the gay community.,1.032566,/A2Q8jw928No2CCZrtRhnmcpLfC5.jpg,VisionQuest Productions,United States of America,2007-10-05,312751,98,English,Released,6.9,19
the+stepford+wives+2004,9890,tt0327162,The Stepford Wives,The Stepford Wives,False,NAN,90000000,Action|Comedy|Science Fiction,null,en,What does it take to become a Stepford wife  a woman perfect beyond belief? Ask the Stepford husbands  who've created this high-tech  terrifying little town.,10.81552,/zyRTua3RVN3eLaIoXkdiy4XfF4s.jpg,Paramount Pictures|De Line Pictures|DreamWorks Pictures,United States of America,2004-06-10,102000000,93,English,Released,5.4,339
ladyhawke+1985,526,tt0089457,Ladyhawke,Ladyhawke,False,NAN,20000000,Adventure|Drama|Fantasy|Romance,null,en,Captain Etienne Navarre is a man on whose shoulders lies a cruel curse. Punished for loving each other  Navarre must become a wolf by night whilst his lover  Lady Isabeau  takes the form of a hawk by day. Together  with the thief Philippe Gaston  they must try to overthrow the corrupt Bishop and in doing so break the spell.,8.157587,/51RFCKLFuEbvLQsFzXcupQnkoRD.jpg,Twentieth Century Fox Film Corporation|Warner Bros.,United States of America,1985-03-27,18432000,121,English,Released,6.8,264
sky+captain+and+the+world+of+tomorrow+2004,5137,tt0346156,Sky Captain and the World of Tomorrow,Sky Captain and the World of Tomorrow,False,NAN,70000000,Mystery|Action|Thriller|Science Fiction|Adventure,http://www.skycaptain.com/,en,When gigantic robots attack New York City  "Sky Captain" uses his private air force to fight them off. His ex-girlfriend  reporter Polly Perkins  has been investigating the recent disappearance of prominent scientists. Suspecting a link between the global robot attacks and missing men  Sky Captain and Polly decide to work together. They fly to the Himalayas in pursuit of the mysterious Dr. Totenkopf  the mastermind behind the robots.,9.64113,/7tO8s7n6Hga2y0NIUT0aoGQelPG.jpg,Paramount Pictures|Natural Nylon Entertainment|Riff Raff Film Productions|Filmauro|Blue Flower Productions|Brooklyn Films II,United Kingdom|United States of America,2004-09-17,57958696,107,|Deutsch|English,Released,5.7,445
get+him+to+the+greek+2010,32823,tt1226229,Get Him to the Greek,Get Him to the Greek,False,NAN,40000000,Comedy,http://www.gethimtothegreek.net/,en,Pinnacle records has the perfect plan to get their sinking company back on track: a comeback concert in LA featuring Aldous Snow  a fading rockstar who has dropped off the radar in recent years. Record company intern Aaron Green is faced with the monumental task of bringing his idol  out of control rock star Aldous Snow  back to LA for his comeback show.,7.33335,/gT84OWu3ze3eMapps9s8GxZNFct.jpg,Universal Pictures|Spyglass Entertainment|Relativity Media|Apatow Productions,United States of America,2010-06-04,90029656,109,English,Released,5.9,626
superman+iv+the+quest+for+peace+1987,11411,tt0094074,Superman IV: The Quest for Peace,Superman IV: The Quest for Peace,False,Superman Collection,17000000,Action|Adventure|Science Fiction,null,en,With global superpowers engaged in an increasingly hostile arms race  Superman leads a crusade to rid the world of nuclear weapons. But Lex Luthor  recently sprung from jail  is declaring war on the Man of Steel and his quest to save the planet. Using a strand of Superman's hair  Luthor synthesizes a powerful ally known as Nuclear Man and ignites an epic battle spanning Earth and space.,7.990679,/q1P6UHWdrtZNkmdnoprV0ILfLlr.jpg,Cannon Films|Warner Bros.|London-Cannon Films|Golan-Globus Productions,United Kingdom|United States of America,1987-07-23,19300000,90,English|Français|Italiano|Pусский|ภาษาไทย,Released,4.1,327
nobodys+fool+1986,65326,tt0091642,Nobody's Fool,Nobody's Fool,False,NAN,0,Comedy|Drama|Romance,null,en,Cassie has a miserable job in a bar  is lonely and depressed. Her boyfriend left her when she told him that she's pregnant. After several failed suicide attempts she'd given away her baby for adoption - and regrets it now. When a theater group from L.A. comes to the small town Buckeye  she meets stage technician Riley. Discreetly he starts wooing her... she likes him very much  but still has feelings for her former boyfriend Billy too.,0.088621,/6nvsN5eK9TmfBcAZ5lMwJeBnX03.jpg,NAN,NAN,1986-11-07,0,107,English,Released,6.0,2
pokmon+4ever+celebi+-+voice+of+the+forest+2001,12600,tt0287635,Pokémon 4Ever: Celebi - Voice of the Forest,劇場版ポケットモンスター セレビィ 時を越えた遭遇（であい）,False,Pokémon Collection,0,Adventure|Fantasy|Animation|Science Fiction|Family,http://www.pokemon.com/us/movies/movie-pokemon-4ever-2002/,ja,All your favorite Pokémon characters are back  and are joined for the first time by the legendary Pokémon Celebi and Suicune  in this latest exciting Pokémon adventure! In order to escape a greedy Pokémon hunter  Celebi must use the last of its energy to travel through time to the present day. Celebi brings along Sammy  a boy who had been trying to protect it. Along with Ash  Pikachu  and the rest of the gang  Sammy and Celebi encounter an enemy far more advanced than the hunter left behind in the past. This new enemy possesses a Pokéball called a “Dark Ball ” which transforms the Pokémon it captures into evil and far stronger creatures. When Celebi is captured  the fate of the entire forest is threatened. Let POKÉMON 4EVER transport you to a world of adventure as Ash  Suicune and the rest take action to save the day!,7.072301,/bqL0PVHbQ8Jmw3Njcl38kW0CoeM.jpg,NAN,Japan|United States of America,2001-07-06,28023563,75,日本語,Released,5.7,82
bill+cosby+himself+1983,20120,tt0083652,Bill Cosby: Himself,Bill Cosby: Himself,False,NAN,0,Comedy,null,en,A 1983 stand-up comedy film featuring the comedy of Bill Cosby. Filmed before a live audience at the Hamilton Place Theatre  in Hamilton  Ontario. Cosby gives his comedic views on people who drink too much and take drugs  going to the dentist  marriage and parenthood.,1.039767,/qj3IhA3c2R1abKdrCMSRIN09Jai.jpg,NAN,United States of America,1983-05-20,0,103,English,Released,7.5,14
the+door+in+the+floor+2004,1944,tt0348593,The Door in the Floor,The Door in the Floor,False,NAN,0,Drama,null,en,Alternately tragic and comic  an exploration of the complexities of love in both its brightest and darkest corners. Adapted from John Irving's best-selling novel A Widow for One Year  the film is set in the privileged beach community of East Hampton  New York and chronicles one pivotal summer in the lives of famous children's book author Ted Cole (Jeff Bridges) and his beautiful wife Marion (Kim Basinger). Their once-great marriage has been strained by tragedy. Her resulting despondency and his subsequent infidelities have prevented the couple from confronting a much-needed change in their relationship. Eddie O'Hare  the young man Ted hires to work as his summer assistant  is the couple's unwitting yet willing pawn - and  ultimately  the catalyst in the transformation of their lives.,3.495966,/snmS5sgdoVVXY8YJMbrdPAEPuIM.jpg,Revere Pictures|Focus Features,United States of America,2004-07-18,0,111,English,Released,6.0,48
silver+bullet+1985,17898,tt0090021,Silver Bullet,Silver Bullet,False,NAN,0,Horror,null,en,The small city of Tarker's Mill is startled by a series of sadistic murders. The population fears that this is the work of a maniac. During a search a mysterious  hairy creature is observed. This strange appearance is noticed once a month. People lock themselves up at night  but there's one boy who's still outside  he's preparing the barbecue.,5.852908,/w5B4xDqtkFy8nhuIlpM0vUmR7vD.jpg,Paramount Pictures|Famous Films (II),United States of America,1985-10-10,0,95,English|Deutsch|Italiano,Released,6.1,116
bunraku+2010,30618,tt1181795,Bunraku,Bunraku,False,NAN,25000000,Thriller|Action|Drama,null,en,In a world with no guns  a mysterious drifter  a bartender and a young samurai plot revenge against a ruthless leader and his army of thugs  headed by nine diverse and deadly assassins.,6.475676,/85sDkrECwDoez5RByFT1I2d8I0j.jpg,Ram Bergman Productions|Snoot Entertainment|Picturesque Films|Outpost Studios,United States of America,2010-09-01,0,118,English,Released,5.9,111
sherrybaby+2006,13075,tt0423169,Sherrybaby,Sherrybaby,False,NAN,2000000,Drama,null,en,After serving time in prison  former drug addict Sherry Swanson returns home to reclaim her young daughter from family members who have been raising the child. Sherry's family  especially her sister-in-law  doubt Sherry's ability to be a good mother  and Sherry finds her resolve to stay clean slowly weakening.,3.319349,/mZBlE4djaMxu7df97O4zVPrLFPE.jpg,Red Envelope Entertainment,United States of America,2006-09-08,622806,96,English,Released,6.3,43
the+gift+2000,2046,tt0219699,The Gift,The Gift,False,NAN,10000000,Horror|Drama|Thriller|Mystery,null,en,When a local woman disappears and the police can't seem to find any leads  her father turns to a poor young woman with psychic powers. Slowly she starts having visions of the woman chained and in a pond. Her visions lead to the body and the arrest of an abusive husband  but did he really do it?,7.886926,/mC66QbJk1PbUrVMu3kh14adLpQl.jpg,Lakeshore Entertainment|Alphaville Films,United States of America,2000-12-22,12008642,111,English,Released,6.4,288
the+shaggy+dog+2006,10067,tt0393735,The Shaggy Dog,The Shaggy Dog,False,NAN,50000000,Comedy|Family,http://movies.disney.com/the-shaggy-dog-2006,en,The tale of a workaholic dad-turned-dog who finds that being man's best friend shows him the most important job - being a great dad.,4.878907,/7Ptc3QwmDtmeCp5NW87unOQB2ZN.jpg,Walt Disney Pictures|Mandeville Films|Boxing Cat Films,United States of America,2006-03-09,61112916,98,English,Released,4.5,138
rogue+trader+1999,21039,tt0131566,Rogue Trader,Rogue Trader,False,NAN,0,Drama,null,en,Rogue Trader tells the true story of Nick Leeson  an employee of Barings Bank who--after a successful trading run--ends up accumulating $1.4 billion in losses hidden in account #88888.,3.280984,/9b0T5JqThPDwTACbNUzZxopPfAg.jpg,Granada Film Productions|Newmarket Capital Group,Indonesia|Malaysia|Singapore|United Kingdom,1999-01-01,0,101,English,Released,6.0,38
whip+it+2009,22798,tt1172233,Whip It,Whip It,False,NAN,15000000,Drama,null,en,In Bodeen  Texas  Land Of The Dragon  an indie-rock loving misfit finds a way of dealing with her small-town misery after she discovers a roller derby league in nearby Austin.,14.511442,/llpanXzIJq65qEM4weBaYaLEiY9.jpg,Dune Entertainment|Mandate Pictures|Vincent Pictures|Barry Mendel Productions|Flower Films (II)|Rye Road Productions|Babe Ruthless Productions,United States of America,2009-09-13,16633035,111,English,Released,6.7,366
the+tree+of+life+2011,8967,tt0478304,The Tree of Life,The Tree of Life,False,NAN,32000000,Drama|Fantasy,http://www.twowaysthroughlife.com/,en,The impressionistic story of a Texas family in the 1950s. The film follows the life journey of the eldest son  Jack  through the innocence of childhood to his disillusioned adult years as he tries to reconcile a complicated relationship with his father. Jack finds himself a lost soul in the modern world  seeking answers to the origins and meaning of life while questioning the existence of faith.,11.204539,/ptDOdfOg0srtk4TGdeYbLqxv2nd.jpg,Fox Searchlight Pictures|Plan B Entertainment|River Road Entertainment,United States of America,2011-05-18,54674226,139,English,Released,6.5,1009
not+another+teen+movie+2001,11397,tt0277371,Not Another Teen Movie,Not Another Teen Movie,False,NAN,16000000,Comedy,null,en,On a bet  a gridiron hero at John Hughes High School sets out to turn a bespectacled plain Jane into a beautiful and popular prom queen in this outrageous send-up of the teen movie genre.,9.101896,/lUUyU80dWllaya1WhskDZKW6uHq.jpg,Original Film|Columbia Pictures Corporation|Neal H. Moritz Productions,United States of America,2001-12-07,66468332,89,English,Released,5.5,444
vampires+suck+2010,40264,tt1666186,Vampires Suck,Vampires Suck,False,Vampires Suck Collection,20000000,Horror|Comedy,http://www.dancingwerewolves.com/,en,Becca  an anxious  non-vampire teen is torn between two boys. Before she can choose  Becca must get around her controlling father  who embarrasses Becca by treating her like a child. Meanwhile  Becca's friends contend with their own romantic issues - all of which collide at the prom.,8.129407,/ug9h5BJ5XX9bp1nJI6Ji07QC3sx.jpg,Regency Enterprises|Road Rebel,United States of America,2010-08-18,80547866,82,English|Español,Released,4.2,326
freaks+1932,136,tt0022913,Freaks,Freaks,False,NAN,0,Drama|Horror,null,en,A circus' beautiful trapeze artist agrees to marry the leader of side-show performers  but his deformed friends discover she is only marrying him for his inheritance.,9.074348,/9hmmE4K6tOEXB1KeTajIC0pNta6.jpg,Metro-Goldwyn-Mayer (MGM),United States of America,1932-02-20,0,64,English|Français|Deutsch,Released,7.7,228
max+payne+2008,13051,tt0467197,Max Payne,Max Payne,False,NAN,35000000,Action,http://www.maxpaynethemovie.com,en,Coming together to solve a series of murders in New York City are a DEA agent whose family was slain as part of a conspiracy and an assassin out to avenge her sister's death. The duo will be hunted by the police  the mob  and a ruthless corporation.,10.08043,/7zb2UsXRhcJn0NVk0wGBD2F7ML6.jpg,Dune Entertainment|Firm Films|Collision Entertainment|Abandon Entertainment|Foxtor Productions|Depth Entertainment,United States of America|Canada,2008-10-15,85416905,100,English|Pусский|Español,Released,5.2,625
